id,type,from,to,days,dist,key
DOM425,DOM,AKLBWM,Mercury Islands,7,93.2864888394884,425
DOM425,DOM,AKLBWM,Great Barrier,7,85.4524619305962,425
DOM425,DOM,AKLBWM,Gulf Harbour,5,25.0587559547556,425
DOM427,DOM,Tauranga,AKLWESTHAV,10,156.730126331857,427
DOM427,DOM,Tauranga,Opua,2,320.246655564114,427
DOM428,DOM,AKLPINE,Great Barrier,7,77.8466200293886,428
DOM43,DOM,AKLPINE,Great Barrier,6,77.8466200293886,43
DOM431,DOM,AKLHMB,Waiheke Island,19,13.6500622709202,431
DOM431,DOM,AKLHMB,Coromandel,2,53.5056046129749,431
DOM433,DOM,Gulf Harbour,Tutukaka,2,111.219518296026,433
DOM433,DOM,Gulf Harbour,Mercury Islands,4,85.8170440530318,433
DOM433,DOM,Gulf Harbour,Kawau Is,7,19.6753970735027,433
